experiment_name,experiment_kind,job_id,sweep_index,replication,metric_name,metric_value,units,estimator,status,warning_code,confidence_interval_lower,confidence_interval_upper,max_kl_bits,baseline_mode,grid_resolution,symbol_index
detectability_frontier,detectability_frontier,eea61086438c,14,,optimal_input_probability,0.5,probability,exact,complete,,,,0.5,input_distribution,,0.0
detectability_frontier,detectability_frontier,4ccebc30c9ca,14,,optimal_input_probability,0.5,probability,exact,complete,,,,0.5,input_distribution,,1.0
detectability_frontier,detectability_frontier,d233fc2c895c,14,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.5,input_distribution,,
detectability_frontier,detectability_frontier,d233fc2c895c,14,,optimizer_converged,1.0,boolean,exact,complete,,,,0.5,input_distribution,,
detectability_frontier,detectability_frontier,d233fc2c895c,14,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.5,input_distribution,,
detectability_frontier,detectability_frontier,bad6f53c9e77,14,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.5,input_distribution,1001.0,
detectability_frontier,detectability_frontier,d233fc2c895c,14,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.5,input_distribution,,
detectability_frontier,detectability_frontier,10f7dc51cbf1,15,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,10f7dc51cbf1,15,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,e20d9a1e1eb0,15,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.6,input_distribution,1001.0,
detectability_frontier,detectability_frontier,10f7dc51cbf1,15,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,9040b4adef39,15,,optimal_input_probability,0.5,probability,exact,complete,,,,0.6,input_distribution,,0.0
detectability_frontier,detectability_frontier,6618831fc551,15,,optimal_input_probability,0.5,probability,exact,complete,,,,0.6,input_distribution,,1.0
detectability_frontier,detectability_frontier,b635ce294cec,15,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,b635ce294cec,15,,optimizer_converged,1.0,boolean,exact,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,b635ce294cec,15,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,e20d9a1e1eb0,15,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.6,input_distribution,1001.0,
detectability_frontier,detectability_frontier,b635ce294cec,15,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.6,input_distribution,,
detectability_frontier,detectability_frontier,317389c98f39,16,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,317389c98f39,16,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,918e4903c22d,16,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.75,input_distribution,1001.0,
detectability_frontier,detectability_frontier,317389c98f39,16,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,39befae9b723,16,,optimal_input_probability,0.5,probability,exact,complete,,,,0.75,input_distribution,,0.0
detectability_frontier,detectability_frontier,d90b9671528a,16,,optimal_input_probability,0.5,probability,exact,complete,,,,0.75,input_distribution,,1.0
